30.666	-75.122	0.467
0.653	60.628	30.607
15.000	15.000	0.000
30.000	15.000	0.000
30.771	45.687	0.141
15.195	60.731	0.756
15.805	75.014	0.396
0.000	0.000	-15.000
15.000	0.000	-15.000
45.999	0.570	-15.228
0.000	15.000	-15.000
15.000	15.000	-15.000
30.000	15.000	-15.000
45.023	15.733	-15.672
0.000	30.000	-15.000
15.000	30.000	-15.000
30.000	30.000	-15.000
45.859	30.280	-15.523
0.752	45.950	-15.112
15.137	45.747	-15.151
30.163	45.633	-15.689
45.238	45.971	-15.507
0.333	60.096	-15.350
15.228	60.104	-15.803
30.735	60.580	-15.487
15.294	75.672	-15.201
15.000	15.000	-30.000
30.000	15.000	-30.000
45.725	15.217	-30.317
0.000	30.000	-30.000
15.000	30.000	-30.000
30.000	30.000	-30.000
45.843	30.204	-30.854
15.324	45.941	-30.938
30.558	45.076	-30.928
45.975	45.420	-30.241
0.734	60.094	-30.262
15.285	60.982	-30.869
30.835	60.207	-30.835
30.636	0.956	-45.849
0.709	15.462	-45.217
15.791	15.859	-45.971
0.940	30.647	-45.532
15.887	30.898	-45.841
30.407	30.096	-45.909
45.775	30.630	-45.541
15.337	45.112	-45.892
30.192	45.652	-45.908
15.142	60.154	-45.947
30.507	60.662	-45.029
15.144	30.915	-60.716
0.370	45.691	-60.257
0.738	30.064	-60.796
-30.036	60.144	-45.497
-15.633	60.064	-45.186
-45.693	45.063	-45.593
-30.168	45.631	-45.293
-15.945	45.582	-45.161
0.442	45.910	-45.539
-45.877	30.783	-45.794
-30.532	30.545	-45.508
-15.090	30.007	-45.186
-15.646	15.255	-45.065
-15.602	75.168	-30.473
-30.306	60.196	-30.413
-15.127	60.160	-30.247
-45.976	45.336	-30.330
-30.661	45.853	-30.003
-15.582	45.251	-30.794
0.354	45.204	-30.544
-45.137	30.791	-30.548
-30.000	30.000	-30.000
-15.000	30.000	-30.000
-45.703	15.272	-30.709
-30.000	15.000	-30.000
-15.000	15.000	-30.000
0.000	15.000	-30.000
-45.120	0.503	-30.200
-30.000	0.000	-30.000
-15.000	0.000	-30.000
-15.746	75.569	-15.994
0.721	75.465	-15.345
-30.311	60.820	-15.249
-15.226	60.836	-15.533
-45.448	45.469	-15.549
-30.572	45.950	-15.926
-15.903	45.941	-15.057
-45.689	30.581	-15.523
-30.000	30.000	-15.000
-15.000	30.000	-15.000
-45.713	15.811	-15.385
-30.000	15.000	-15.000
-15.000	15.000	-15.000
-45.211	0.393	-15.267
-30.000	0.000	-15.000
-15.000	0.000	-15.000
-30.182	60.062	0.856
-15.642	60.784	0.682
-30.000	30.000	0.000
-45.690	15.411	0.984
-15.000	15.000	0.000
0.000	15.000	0.000
-45.005	0.518	0.069
-15.000	-15.000	0.000
-45.554	-15.152	0.702
